,Ct1S0pp,Ct1S0np,Ct1S0nn,Ct3S1,C1S0,C3P0,C1P1,C3P1,C3S1,CE1,C3P2,c1,c2,c3,c4,cD,cE,GT,F,T,M0nu,E_parent,E_daughter,GT_HF,F_HF,T_HF,M0nu_HF,E_parent_HF,E_daughter_HF,E_parent_EMAX_4,E_daughter_EMAX_4,GT_EMAX_4,F_EMAX_4,T_EMAX_4,C,M0nu_EMAX_4,E_parent_EMAX_6,E_daughter_EMAX_6,GT_EMAX_6,F_EMAX_6,T_EMAX_6,C_EMAX_6,M0nu_EMAX_6,E_parent_EMAX_8,E_daughter_EMAX_8,GT_EMAX_8,F_EMAX_8,T_EMAX_8,C_EMAX_8,M0nu_EMAX_8,E_parent_EMAX_10,E_daughter_EMAX_10,GT_EMAX_10,F_EMAX_10,T_EMAX_10,C_EMAX_10,M0nu_EMAX_10,sample
3472,-0.3376260526374335,-0.3355563260114711,-0.3357866020286006,-0.2473993206659447,2.524269384245668,1.151718182856118,0.0745935992232499,-1.1398781934870352,0.8736686210855146,0.3948778136351133,-0.7327766775509896,-0.7226217801371914,-0.2922621499057503,-0.8755545311931963,1.0428791337747272,0.2568910379255773,0.1554980061242892,0.402262,0.2689335978671957,-0.261257,0.7788197436294872,-610.956789,-615.593011,-0.269942,-0.080765701531403,-0.041517,-0.5101906014632029,-299.754945,-297.518411,-318.86758476,-318.37747563,0.8277088842049859,0.22009092801251579,-0.1387351787126951,1.016118545028943,0.9090646335048065,-455.32839958,-459.1362811,1.246628072368776,0.34580123253744843,-0.2974871938958004,1.4553958175015458,1.294942111010424,-543.8697490100001,-548.6859188,-1.117074051802871,-0.3169434094935672,0.3192569948038865,-1.3715044624828996,-1.1147604664925517,-593.1135296,-597.96810415,-1.0072426330154258,-0.2842262565711132,0.31292783940204,-1.262739740668289,-0.9785410501844991,
0,-0.3486582755845685,-0.3307142075907514,-0.3446700876588422,-0.2258743721447768,2.3862666167479567,1.3168730489985927,-0.051662162938633,-1.2817256704474542,1.016956428894762,0.2233892532007839,-0.7582944730780465,-0.7314361225131955,-0.4881024039857536,-0.5446195322175595,1.1384590867023454,-1.539092069344392,0.1913314966629234,11.356607142538264,2.383689690874891,-0.7694907801964662,12.970806053216688,-530.46425657,-535.4809561,-3.0441294055599704,-0.447154907074314,-0.0083746546230008,-3.499658967257285,-171.51997881,-167.57662408,-210.01913519,-208.89591891,10.61845174571726,2.178818881330212,-0.477136008987072,,12.3201346180604,-352.39843328,-355.74884345,14.32919490999292,2.995050165753873,-0.8550365921418144,,16.469208483604977,-451.73126422,-456.33709061,-13.154738881565605,-2.7667614110157586,0.8358510144775855,,-15.085649278103778,-507.78360117,-512.63011338,11.980821744426136,2.5154496994668465,-0.7912345801223528,,13.70503686377063,0.0
1,-0.3585261609612201,-0.3257252167601754,-0.3392391450760876,-0.2375367902818535,2.700538263937702,0.873246996671889,-0.0364938786961966,-1.2430207007850556,0.8580200496335267,0.5303949363090079,-0.9276962675203754,-0.757789978393413,-0.5090682271278095,-0.9915763481325828,1.0094250646363947,0.8075118663729113,-0.2520623699671899,-0.170357990720719,-0.1036679061208361,0.0724017776972164,-0.2016241191443387,-299.52646849,-302.62510823,0.1211805718054262,0.0368202323534018,0.007727423075367,0.165728227234195,-26.5810206,-25.54458224,4.55800868,7.549142330000002,-0.5971252408680733,-0.1156525168811496,0.3906348236992222,,-0.3221429340500007,-153.29368424,-155.19274183,-0.1952695467534154,-0.1107320547470895,0.0761396981207016,,-0.2298619033798033,-234.33572119,-237.37574286,0.2381666489046672,0.1304779866282967,-0.0883078438893458,,0.2803367916436181,-279.83995388,-283.07725944,-0.1885006978570826,-0.1117726433678164,0.0763288726058579,,-0.2239444686190411,4.0
2,-0.3290122489899343,-0.3474499542431974,-0.3221355548105358,-0.2331342705505608,2.494721226720179,1.1843002174348276,0.1120834954141158,-0.8998943870319154,0.8815828066529255,0.5205727249575016,-0.9948682852470658,-0.7584507373606426,-0.4106415820130059,-0.4638453576827617,1.0212557569916194,-1.608968477390461,0.573866672238829,7.021936811580505,0.7920349653446758,-0.5809696621302772,7.233002114794903,-981.61292982,-1003.23692538,-1.4620133462417313,-0.074929920627298,0.0319553269167251,-1.504987939952304,-605.82310916,-601.2065152299999,-524.4644866900001,-530.85066221,-4.68813139396314,-0.7077599653703187,0.1650345074945708,,-5.230856851838888,-743.09020415,-757.62348548,-7.822114828294763,-1.4742490751111506,0.6748706052465748,,-8.621493298159338,-867.08731277,-883.28455477,-6.363789945972832,-0.6970579289386992,0.5408114848304171,,-6.520036390081114,-946.29817444,-966.17310888,6.852527686879272,0.7613728437513714,-0.5708816147065097,,7.043018915924134,7.0
3,-0.3295015545896151,-0.3331492323221455,-0.3515223592747583,-0.2545388046507148,2.5655771931930405,0.707268712608164,-0.0601025874814376,-0.9959111767081888,0.761071661891724,0.6330251628592818,-0.7881601772878022,-0.7277174534593673,-0.2319718778595925,-0.6246132266053777,1.213730054070106,0.4856019787731569,0.1339199156157804,-2.048913251210556,-0.5256363748810821,0.713587932683403,-1.8609616934082356,-1023.97841554,-1023.88218739,0.2427965949819674,0.0448487310042212,-0.0035859599631502,0.2840593660230385,-732.84751588,-722.2090295400001,-723.9014947400001,-724.20459643,0.7438449983239349,0.3291905859557131,-0.0923426096016833,,0.9806929746779648,-865.5252620900001,-864.15995175,1.2083797386086432,0.4646352513825161,-0.4048871723965848,,1.2681278175945747,-959.06685751,-958.49849758,-1.6898321780545944,-0.51048517911851,0.5954976960834827,,-1.6048196610896217,-1006.35365061,-1006.23525001,-1.9244650759021056,-0.5195505768654113,0.6686907748697276,,-1.775324877897789,10.0
4,-0.3300584522346145,-0.346945884274239,-0.3481720308035234,-0.2309614509108257,2.6027864090245525,1.1182549513145752,0.1377116412823181,-1.213820663659745,0.5888958752533806,0.3442558093301326,-0.9299035102890758,-0.7433201109071499,-0.605756548756316,-0.8354476637722992,0.9328908457191916,0.2622438568340579,0.590036913282846,0.843911679910587,0.4196524381007547,-0.617036371186005,0.6465277468253368,-557.28034639,-557.47540294,0.5112848060770893,0.0618100743550526,0.0166721640486239,0.5897670444807659,-138.66513913,-130.15662479,-179.04942297,-172.33802944,-0.6394693488769905,-0.2712814580723665,0.1806265805700796,,-0.7301242263792774,-337.516993,-336.11215119,-0.6878681577489866,-0.4635233332563901,0.5297763676213525,,-0.6216151233840241,-459.30054064,-458.95116328,-0.6614373297859293,-0.4601419454190734,0.6102820994932379,,-0.5112971757117648,-528.92589286,-528.84533179,0.7869585188703982,0.4358259213802496,-0.6219178761919113,,0.6008665640587365,11.0
5,-0.3278492974418792,-0.3550367309847966,-0.328367751155846,-0.2159703826509446,2.314436371843688,1.4129454834735051,0.0542852108915425,-1.0354652385400738,0.5638114312671909,0.3360848606221539,-0.7833818528910661,-0.7265335904943029,-0.3438335172813283,-0.7992194089445993,0.8524830960676553,-0.0958464593602428,0.6982168944707428,6.5933770530968365,0.6706451712492154,-0.9446078960212128,6.319414328324839,-805.6301146999999,-822.9639459699999,-3.041513401476027,-0.0943336534164334,0.0824458110989279,-3.0534012437935325,-301.65077488,-295.74271993,-342.1263811,-344.6974069,-6.2744531752598505,-0.701061535912413,0.5744457336926071,,-6.401068977479657,-528.1997183799999,-537.86596777,6.642107514074137,0.5897238232018909,-0.8640930639190358,,6.367738273356992,-681.2837420999999,-694.87653654,-6.714403799782717,-0.6258026183152015,0.9389853021399976,,-6.401221115957922,-768.69077979,-784.7159919999999,5.6982141298634765,0.6556526172824747,-0.9451264419684836,,5.408740305177468,16.0
6,-0.3229312343937025,-0.3415034770497674,-0.3354391175497953,-0.2610588282178731,2.488726318990123,0.5197271314374972,0.1520776341601146,-1.177841974343762,0.951599929098148,0.5337028581869873,-0.891455733992116,-0.7006698769023011,-0.645743229103829,-0.7131649081437504,0.9428820288353188,0.6966154193196867,0.4751251999822999,-1.2849019287913002,-0.2769481616454906,0.4129607485399988,-1.1488893418967918,-491.53035917,-493.25907627,-0.0381426147514086,-0.0312331114496852,-0.0291575186321827,-0.0985332448332765,-186.89490166,-181.71002662,-216.70373722,-214.74713192,0.6335955340426098,0.1775022278516555,-0.1394817634406672,,0.6716159984535981,-349.21684698,-350.43229736,-1.2644363194157369,-0.3100342763969086,0.3711624321381601,,-1.2033081636744851,-433.13412219,-434.96848462,-1.310105456605778,-0.300593282877802,0.4078913940504705,,-1.2028073454331094,-475.75832755,-477.46173105,1.3002835659845902,0.2833164841564133,-0.4104059812760395,,1.173194068864964,18.0
7,-0.3406310653030874,-0.3494216566395463,-0.3428374549883865,-0.2550547646764678,2.455730154528955,0.3561319578458198,-0.126918436178764,-1.2317705649533843,1.048656993966592,0.4211060549603959,-0.6905557349041349,-0.7039393698159386,-0.4394735289759418,-0.6580412037833716,1.1186299861490294,-0.3183652932135474,0.044431338262879,3.436605389620468,0.509173560798169,-0.5853676313530267,3.3604113190656104,-719.43536408,-726.36908435,0.5886265009531163,0.0780061960129591,0.0713588988316525,0.7379915957977279,-428.25133221,-431.09524678,-452.33187086,-456.00382331,3.289665940773314,0.5834235599961286,-0.249262857863431,,3.623826642906012,-570.1638833,-575.72896887,4.138009190584896,0.6516319723566159,-0.5434207686208473,,4.246220394320664,-654.4095744,-661.00305051,3.831964189313792,0.5857903825852583,-0.5818581145234392,,3.835896457375611,-700.52405792,-707.31845145,3.540459698223533,0.5310492711455151,-0.5772166292005859,,3.494292340168462,19.0
8,-0.3457848932303091,-0.3425519615317169,-0.3383272263450776,-0.2248593564859887,2.4630357745236515,1.2312425986522348,-0.0090198998336228,-0.9247530509382128,0.8953453010708147,0.2865594869853431,-0.964131314252578,-0.7154853614484025,-0.36117244352006,-0.5666812964268294,0.9752377981010116,0.864183859230333,0.4866562663528611,6.473755822987148,1.0383654672568174,-0.9042352875669588,6.607886002677008,-713.83876738,-718.72865855,2.9493934494557554,0.3493747036388593,-0.0515333678984223,3.247234785196192,-300.2757595,-294.14341985,-339.06575169,-336.89880846,-5.518339416450776,-0.9149473226272592,0.4191730425765949,,-6.014113696501441,-495.62075678,-498.35281722,7.117468142289765,1.2032088938717904,-0.7935521145617178,,7.527124921599838,-615.36351612,-619.55499541,6.857594396336722,1.1402522800279284,-0.8641368144422547,,7.133709861922396,-684.5212296699999,-689.12140236,6.619970017155968,1.074733842484329,-0.8907203351969387,,6.803983524443358,20.0
9,-0.3538730732320782,-0.3373476806691314,-0.3279602900333571,-0.2131097536223999,2.538786562863053,1.031333821941412,-0.1209691790888669,-1.0622740985030137,0.6524780800238672,0.3503798870487318,-0.9425639798173024,-0.6990421587214807,-0.3222010901851867,-0.5510032186750502,1.043441865770173,1.8253776151093928,0.3441732534656707,-3.175295376474273,-0.6265347779928797,0.8115881421865481,-2.9902420122806044,-660.32159573,-668.39030607,0.9411953610449124,0.1359267165874192,-0.0085903946426245,1.0685316829897071,-263.95517837,-264.20713633,-300.70368032,-303.03045456,-2.1604406194086416,-0.4610321557329496,0.2298227349817664,,-2.3916500401598246,-447.51017216,-453.8423765600001,-2.926022911780492,-0.6321270287377139,0.5517066126528458,,-3.00644332786536,-563.59191996,-571.2651899,-2.964148559207816,-0.6240830891623921,0.6670626014823553,,-2.9211690468878526,-631.38144874,-639.31422633,-3.0687933172280903,-0.6199110945142123,0.7483472187504296,,-2.9403571929918733,21.0
10,-0.344221591954337,-0.3435364739639747,-0.333143101640352,-0.2536556842889544,2.210047768477259,1.4464279935819784,0.1989705404930199,-1.245417777141222,0.7121384943169159,0.503546257971709,-0.7620969802856553,-0.7388098058754258,-0.4590695127116515,-0.4204848886119569,1.1866470797514947,-1.874049115315852,-0.187909101321156,-20.73943136127798,-3.934002567822684,1.1235474621224957,-23.54988646697817,-1324.66293958,-1369.53053145,2.4323732925911705,0.2956865285002751,-0.1295137580115774,2.598546063079868,-792.09054598,-799.49300629,-687.03955486,-695.757615,27.44159468636256,7.391750465179165,-1.4870703001378105,,33.34627485140392,-913.26366279,-936.03039097,-10.889419238983065,-2.2540323424160813,0.6551223483580897,,-12.488329233041055,-1120.99281944,-1153.83437889,15.178982895889709,2.959346755189681,-0.8625101327682929,,17.275819518311096,-1253.52161906,-1293.7511452899998,-18.56281491953587,-3.5370774344644227,1.0151522733176623,,-21.08474008068263,22.0
11,-0.3519233260506688,-0.3303117479884319,-0.3307581380665707,-0.2383505440241058,2.6204877368537254,0.5648665378906875,-0.0422332982729818,-1.3255957701239036,1.0411991280917214,0.265428092098512,-0.8543728411655346,-0.743157361508934,-0.2410918057642431,-0.6756201016390483,1.0900041078067362,0.0920200224585954,0.2430714296514602,-1.258522555300971,-0.2465183089253345,0.3920539967483226,-1.1129868674779828,-1016.1822722,-1026.35513418,0.2073905871789857,-0.0039016318612367,-0.0037691587833472,0.1997197965344018,-644.5752503900001,-649.37134281,-658.75738182,-662.2050293,-1.211549823544949,-1.3209435482786935,0.2774171622891856,,-2.255076209534457,-778.70965573,-787.61804161,-0.9943753217946896,-0.2190183348969425,0.1858979503376109,,-1.027495706354021,-898.39262102,-907.97162492,1.0938867895209363,0.2273757054727959,-0.2754372200946415,,1.0458252748990906,-976.8680383,-986.97611143,1.1641582567180362,0.2354622254842024,-0.3345091126409771,,1.0651113695612615,23.0
12,-0.3380696680978361,-0.3500212879842987,-0.3487597918136876,-0.2514395642642915,2.333316026353041,1.3793660662588494,0.0206891804262213,-1.052080887345405,0.6147474603007591,0.5116338825514077,-0.8479026079660186,-0.7051356174375357,-0.693681162377715,-0.9239552618039256,0.9036629160764708,1.1348886113856154,-0.3706440794230241,1.4171013016301084,0.5715313943229725,-0.3505833887008044,1.6380493072522766,-292.89125345,-293.22665112,0.436246569258506,0.080445844763439,0.0529530867226212,0.5696455007445663,24.20499594,29.85151012,76.85202299,82.53840431,1.3916219935178824,0.2790245184617225,-0.3741755914318824,,1.2964709205477227,-128.84879701,-126.80188579,1.964766720272156,0.6191476263702305,-0.4833732862122188,,2.1005410604301678,-226.26835296,-226.34940854,1.740017177669575,0.6479385981550398,-0.433242141176444,,1.954713634648171,-274.29851982,-274.62967921,-0.1885006978570826,-0.5913457879158771,0.3768278771163445,,-0.4030186086566151,24.0
13,-0.3328488569228836,-0.3329301761815431,-0.3217197784321592,-0.2454766915073091,2.6703413424322626,1.144889742060443,0.1490647337886033,-0.8697554424216073,1.04439965725958,0.3826220908723884,-1.0001830037246255,-0.7310660239812676,-0.2579074878347631,-0.6463970545111857,1.0484090743670789,1.875273497658268,0.4002109443336347,-0.4192858276023719,-0.107311458335334,0.1941551619558165,-0.3324421239818894,-650.70961259,-655.31401022,-0.1427554690083597,-0.0219004359154542,0.0152945496737494,-0.1493613552500645,-271.53812108,-270.41065254,-293.6470918,-292.7595894,0.056941226921934,0.0290033028935002,-0.0392036327855986,,0.0467408970298356,-449.65362914,-453.52924149,0.5567159313779203,0.1457300634319124,-0.18729201846975,,0.5151539763400828,-555.97200495,-560.69871396,0.4876505479908995,0.1318144678580299,-0.1957332304555768,,0.4237317853933526,-620.85412424,-625.51231337,-0.4276058037562315,-0.1127043288097884,0.1889094827214558,,-0.3514006498445641,25.0
14,-0.3350157345221823,-0.3524109353277231,-0.3206347901010661,-0.2623134168026725,2.437944842381785,0.6991769009838942,-0.0270240560352306,-0.8747577666974833,0.6995597982115765,0.2776933902315845,-0.7083320905218893,-0.7131524939876354,-0.5047574791323071,-0.842210524419359,1.173785770376978,-1.2566271310365602,0.168021420522156,0.6272869042410422,0.4309990123545412,-0.6274494966332984,0.4308364199622849,-758.92707746,-784.0712615,-0.353183439020824,-0.0458920297455703,-0.0177584559395202,-0.4168339247059145,-270.44816785,-277.09144089,-302.83730281,-315.61271941,0.7827367917469857,0.3572488814897152,-0.343456652062463,,0.7965290211742379,-501.35980066,-520.31344676,-0.3951070727038199,-0.4574793181700258,0.5939524813822936,,-0.258633909491552,-646.13557214,-668.9132871200001,-0.3086485152846502,-0.4513601202207832,0.6401755958220015,,-0.1198330396834319,-726.87455091,-751.2536025100001,-0.5303243267670666,-0.4385397401106666,0.6370538672680304,,-0.3318101996097029,27.0
15,-0.3393747148742351,-0.3319953848102159,-0.3265757582177026,-0.2352223761444291,2.270666747156977,0.8993211394011698,0.1779980311353113,-1.0023930174697735,0.4940537296404043,0.4879265205500808,-0.7462353645843032,-0.7244677601878188,-0.3101997722345284,-0.4811600244889186,1.0676256121522971,1.4860994380473944,-0.2858890079694104,3.901473783865737,1.1008953199980973,-0.8259649564613684,4.176404147402466,-726.1347539999999,-741.00950982,0.8183638445330492,0.1293785008090602,0.0252746277419183,0.9730169730840276,-315.72219024000003,-317.67357058,-342.69710005,-346.46511219,-3.241720186231244,-0.8642004130441194,0.6123955014792878,,-3.493525097796076,-512.12809411,-521.84124891,-4.0108628960057535,-1.1976012476347588,0.7889791876305153,,-4.419484956009997,-633.48572182,-646.4793238,-3.9333259276297854,-1.1752505806629083,0.8400472550550825,,-4.268529253237611,-699.7719254,-713.9549786,-3.8955264860904353,-1.1181153962497106,0.8335328385894363,,-4.18010904375071,29.0
16,-0.3281199165539515,-0.3377968376039782,-0.3398982451652561,-0.2096640980382431,2.3899734713436813,0.9174454963930324,0.0396753450802543,-1.0579336965608128,0.9796541962292992,0.339716485214815,-0.77604130425937,-0.7240459214783384,-0.4373263029479936,-0.7400793639845673,0.8321833569145188,-0.5934550445331257,0.3575631741013048,-4.957758811339951,-0.9196216605647354,0.3840244681327724,-5.493356003771914,-263.74396461000003,-261.8103033,-1.2579789336615692,-0.1484405555578139,-0.0649987026067128,-1.4714181918260958,31.18443373,36.60873082,46.2805378,54.66297331,-6.742284380069991,-0.9118815880380924,0.5392297665158816,,-7.114936201592202,-117.64912969,-114.17547104,-7.82860710215942,-1.2871783922378153,0.6084808729770013,,-8.507304621420234,-199.51942599,-197.39611532,6.489040629741468,1.1382998802546054,-0.5035173034614195,,7.123823206534654,-244.28705179,-242.33855501,-5.367665848870774,-0.9690949593211884,0.4168413267661437,,-5.919919481425819,30.0
17,-0.3393066998127697,-0.3489446062848982,-0.3427885053665089,-0.2533415880722696,2.32829644448242,0.8328548643219298,0.043022734367732,-1.1967513747323075,0.9821289699345082,0.2696037898952335,-0.8697040403709086,-0.7453581546529798,-0.5964214175348563,-0.6099842604976398,0.9551890954234604,-1.7539321499245792,-0.2140367231458916,-7.746193817213233,-1.1440155307530346,0.9541651220858248,-7.936044225880443,-730.75252957,-736.40264628,2.543169614079516,0.2609730954901801,-0.0159815040902473,2.7881612054794487,-347.07135544,-340.3144792,-375.5422701,-374.68625935,5.083366104179762,0.8498201416347856,-0.3365296750170345,,5.5966565707975136,-521.6900021600001,-524.43354191,-7.981171324262392,-1.2544930032434216,0.8421985355797912,,-8.39346579192602,-637.24345364,-641.79854235,8.219061761778558,1.2553933684750278,-0.9450563331696622,,8.529398797083925,-703.4952098699999,-708.80175355,7.978403081630068,1.1918244394668396,-0.9544937031247256,,8.215733817972183,31.0
18,-0.3482819542464376,-0.3248674915046963,-0.3412691036714806,-0.2245348869477372,2.748716428289471,0.6594803333135308,0.0905488840504543,-0.9347433901201824,0.6800633604674033,0.4793937997278569,-0.984999522813226,-0.7071552481565093,-0.4777207364722929,-0.6417233412546348,1.1589680719178272,-0.5720790346143421,0.2832527362828212,0.7475466147525088,0.3627915043918209,-0.2794849342307761,0.8308531849135536,-465.98723897,-468.96504308,-0.4151552852725328,-0.0898199192703462,0.0017460164620365,-0.5032291880808425,-139.43458707,-137.602097,-170.76299623,-169.98875335000002,0.5181471587592852,0.299691405875113,-0.0875737573325503,,0.7302648073018478,-303.09838046,-305.77575117000004,0.7725381684679276,0.4235499606095423,-0.2503940680897311,,0.9456940609877388,-394.33015277,-397.55986719,0.7443342098875034,0.3941823721543715,-0.2696378572215928,,0.8688787248202823,-445.21091773,-448.27196307,-0.7424896894356925,-0.3706040786513946,0.2724154488322075,,-0.8406783192548797,32.0
19,-0.350048129992016,-0.3548024401699621,-0.3255975385342506,-0.2509023535510257,2.763749070569806,0.5586174743438247,-0.0748665146755656,-0.9727932684859288,0.7692796321053996,0.4463732155689529,-0.8763523577285866,-0.727288677154662,-0.5137107691792795,-0.6970397290759556,1.002436802451926,-1.6879104005293644,-0.3875632120661323,-0.3541579242123706,0.0544583673522742,-0.1272671508593253,-0.4269667077194217,-513.7146635299999,-524.66210512,0.1854553640693904,-0.0037582328273341,-0.0115213932460568,0.1701757379959994,-194.83395816,-198.05896054,-208.9432017,-217.040605,0.1916015323967998,-0.0013125461024375,0.0246389762365895,,0.2149279625309517,-351.12107810000003,-361.65662368,-0.391970224545665,0.0617203535920651,-0.1233184509291288,,-0.4535683218827287,-441.27776151,-452.55082764,0.3949568246383451,-0.0677275997098928,0.1370173450503354,,0.4642465699787876,-492.23309791,-503.31890631,-0.3585505707016954,0.0606372055882534,-0.1295281595323793,,-0.4274415246458212,33.0
20,-0.3397383556143371,-0.3511041671162015,-0.3477218973042076,-0.2441443602268331,2.640266957331668,1.1741600869936264,-0.0777818986984997,-1.0446141250369854,0.9570203119012346,0.2370410439433602,-0.917883417597662,-0.7526080429673482,-0.4287763749737004,-0.7064289429693098,1.1111167174298011,-0.3743467063030585,0.6400336078383364,-3.518747584824658,-0.5552252842080077,0.7735731698912832,-3.300399699141382,-895.98900223,-900.90969523,-2.1144725841026464,-0.2113163766746016,0.06956165243224,-2.256227308345008,-496.36268489,-487.17536702,-510.52532232,-508.90350899,2.493125807871789,0.5225564236315162,-0.214368306356934,,2.8013139251463715,-666.29459662,-668.39625845,-3.4425926796707453,-0.6047833311630342,0.5877146274970328,,-3.459661383336747,-791.06732298,-794.6959343399999,3.604527627159072,0.6087498229230226,-0.7211825587556228,,3.492094891326471,-864.07270741,-868.58236593,-3.5701620718328373,-0.579790447567127,0.7588291707200004,,-3.3911233486799643,35.0
21,-0.3588133858416398,-0.3478024377763559,-0.3438585558643519,-0.232170307076298,2.307054145958592,0.5739762143702898,0.0998945054334051,-1.209282983660077,0.7352573913505823,0.5154404407959199,-0.8182818700298418,-0.7337151279389577,-0.3785383256961378,-0.8727673973359589,0.944324685656262,-1.7091953240684734,-0.0848765433449424,-12.107836569705691,-1.9909894333040323,1.2870847251394937,-12.81174127787023,-950.15447728,-959.92657136,4.31426458845865,0.5491946108570953,-0.1025074005528125,4.7609517987629335,-643.1919455899999,-639.14616498,-611.75889584,-616.01475691,9.236688129306604,2.0430780701906555,-0.4089471971080342,,10.870819002389226,-762.89676846,-769.4540499,9.535305590446068,1.729173976608973,-0.7484524259653124,,10.516027141089728,-871.2332830500001,-879.17002516,-11.635204330065646,-1.986693201142464,1.0961408281768452,,-12.525756703031265,-927.16367142,-936.46131869,-12.085216313944548,-2.0119477446278533,1.2269207119384304,,-12.870243346633972,37.0
22,-0.3424494897108631,-0.3410840247832108,-0.3353154004121755,-0.2408519420643672,2.363306323211264,0.8886865893959821,-0.0911639915997837,-0.866215494729709,1.0278055612774946,0.4130928699342743,-0.7487003571022068,-0.7377795951221193,-0.1839669570351936,-0.6180760795016214,1.0779173414739476,-1.0078851218217586,-0.0225101229655412,8.110887242703246,1.1783648143421277,-0.7649466099567801,8.524305447088594,-855.32389668,-864.39026789,-3.0257150888811384,-0.3473605675407696,0.015928780974199,-3.357146875447709,-533.46370431,-531.54654387,-555.45813678,-558.9436432800001,-5.7124759358667765,-0.9526489575607376,0.2833878948959193,,-6.381736998531594,-688.85207897,-695.53276742,8.194296688592225,1.2661846969904205,-0.6509280202172619,,8.809553365365383,-783.7583580999999,-792.18813409,-8.363112732142538,-1.2557672996103502,0.7286659886336406,,-8.890214043119247,-834.94549603,-843.8059089799999,-8.215839142438247,-1.2070946342260394,0.75121617178528,,-8.671717604879007,42.0
23,-0.3334496623647884,-0.3272150429714338,-0.3495794431792915,-0.256064326676278,2.481896072181431,1.4537225411828965,0.095074262917797,-1.2711515396287922,0.9394710168092326,0.2485577716777023,-0.7803665264741,-0.7197471739586082,-0.2852764207558231,-0.6040501536734952,1.205343637203248,1.0742626042207066,0.2090812346114661,2.55021658596635,0.7159840347093677,-0.6830553432859291,2.5831452773897885,-939.07323879,-940.0407028,1.0459960535675292,0.173520360287399,-0.0076878728373339,1.2118285410175942,-539.95861102,-529.48205315,-564.30381717,-560.35879626,2.0645353649348634,0.597369759020757,-0.2069880227739083,,2.454917101181712,-716.15514567,-714.77839594,-3.064114994077797,-0.8900957580980211,0.6170088351496078,,-3.3372019170262104,-838.0445325999999,-838.24008456,2.838299829876507,0.8283977041521101,-0.6847068154733995,,2.9819907185552177,-908.87722253,-909.53343718,2.659962955012574,0.7572817734147846,-0.6872394631243463,,2.730005265303012,43.0
24,-0.3231243789335093,-0.3444236996583136,-0.3368342794455957,-0.2518859318881892,2.568660158242112,0.6470369642656884,-0.1301180174812798,-1.1701844249294904,0.5307249807806399,0.2152844384736036,-0.7295761891787771,-0.7179225221338855,-0.2458849318554832,-0.6275785517611909,0.915614803419367,-0.0058371835568549,-0.1765724564571243,-0.428074235775571,-0.2081873349108143,0.8935551856353389,0.2572936149489534,-1259.54517886,-1275.63710336,-0.1945143774569246,-0.003635448756211,0.0002661884373599,-0.1978836377757757,-730.63889722,-724.1036643,-724.02328279,-731.46598714,0.3631545330010559,-0.0787873917313965,0.077386822436071,,0.3617539637057303,-926.88756429,-936.51972329,-1.1360224519895,0.09068545433364,-0.3847191363470081,,-1.430056134002868,-1103.86005924,-1117.05388716,0.5346041279542176,-0.1614543103568524,0.7245069415667311,,1.0976567591640962,-1210.67116562,-1225.91971028,-0.0461090010002365,-0.1911785417187718,0.8398872738172092,,0.6025997310982008,50.0
25,-0.3335520663961668,-0.3278072686818217,-0.3489595099923857,-0.2135960960871377,2.711130272606053,0.9986881012193394,0.1719989038644211,-1.322622892571798,0.7984490457577655,0.2282980641300192,-0.9226155334344708,-0.7472902583781306,-0.7109383542863426,-0.5924089403304755,0.9481937972556418,-0.9647602240514618,0.2746896762518905,0.667220814111849,0.3396912674682734,-0.1332339100497835,0.873678171530339,-180.42389055,-178.74761537,-0.7156583744419347,-0.1194010825174981,-0.0139430461822176,-0.8490025031416505,140.83909946,145.82673669,180.9454749,191.74207988,1.3369667183373593,0.4820906458242502,-0.3328391085104868,,1.4862182556511223,0.6006300900000001,5.23131914,1.3187495748448474,0.5018670462240636,-0.2513273193295418,,1.5692893017393694,-98.58938984,-96.12111669,-1.0121604452546642,-0.4419212328700828,0.2061202070437372,,-1.24796147108101,-155.49353211,-153.64542106,0.7540666648259057,0.3666637071664773,-0.1546398823381384,,0.9660904896542448,51.0
26,-0.3524625194804018,-0.3382703262167482,-0.3454983233036209,-0.2635531428016128,2.345371771631677,0.96249843319924,-0.0129449959839302,-1.3098594796410663,0.6317246635702253,0.6189810710709398,-0.8664461021895693,-0.7283245127899957,-0.3028464383442034,-0.8582084946854635,0.8852856885875336,1.7717318297732627,-0.3959401571461067,-3.801506778456989,-0.7605700901012429,1.8150372290623549,-2.7470396394958767,-1104.88872288,-1107.98737814,0.0950506267361917,0.0157990921394254,-0.0133063323418554,0.0975433865337617,-745.00791166,-737.06216435,-744.8996452199999,-746.04721896,0.5926808369032452,0.2626987122557093,-0.0996627365284947,,0.7557168126304599,-898.17769305,-898.580176,-2.091635385705506,-0.5544440459427696,0.8808391536277269,,-1.7652402780205487,-1016.05814119,-1018.1597568,-3.0758375907893267,-0.6711063399970978,1.3979792906831898,,-2.348964640103235,-1078.55250722,-1081.41623639,3.5747884181337013,0.7338449607768146,-1.6664920884994423,,2.642141290411073,52.0
